timestamp,cattle_id,day,body_temperature_c,heart_rate_bpm,respiration_rate_bpm,activity_percent,feed_intake_kg_day,water_intake_l_day,ambient_temperature_c,humidity_percent,co2_ppm,nh3_ppm,disease_risk_score,health_status,disease_alert
2026-05-21 14:00:00,CATTLE-001,6,38.889,66.872,25.301,89.364,6.421,27.909,32.376,68.819,659.993,3.472,0.058,Healthy,0
2026-05-21 15:00:00,CATTLE-001,6,38.918,69.172,24.457,94.835,6.225,29.306,31.984,77.236,622.534,3.188,0.04,Healthy,0
2026-05-21 16:00:00,CATTLE-001,6,38.78,69.511,23.769,80.357,6.304,28.624,27.531,76.403,520.169,2.798,0.058,Healthy,0
2026-05-21 17:00:00,CATTLE-001,6,38.794,73.169,21.23,78.506,6.248,26.275,28.045,74.881,549.789,3.574,0.012,Healthy,0
2026-05-21 18:00:00,CATTLE-001,6,38.862,70.88,23.5,84.193,6.06,28.688,27.578,80.314,416.242,2.878,0.013,Healthy,0
2026-05-21 19:00:00,CATTLE-001,6,38.752,74.066,25.265,81.37,5.806,27.305,27.053,80.688,511.382,1.198,0.021,Healthy,0
2026-05-21 20:00:00,CATTLE-001,6,38.764,72.322,23.685,72.57,5.865,28.116,26.533,82.365,487.494,2.088,0.022,Healthy,0
2026-05-21 21:00:00,CATTLE-001,6,38.647,73.974,25.109,78.625,5.865,26.127,25.514,83.962,497.286,1.619,0.021,Healthy,0
2026-05-21 22:00:00,CATTLE-001,6,38.609,79.219,25.338,75.264,5.646,25.683,25.677,82.171,523.376,2.818,0.024,Healthy,0
2026-05-21 23:00:00,CATTLE-001,6,38.879,73.556,25.575,74.422,6.083,25.766,24.186,87.626,591.967,3.143,0.018,Healthy,0
2026-05-22 00:00:00,CATTLE-001,7,38.813,72.033,24.59,72.553,5.996,25.855,23.487,85.826,623.097,3.798,0.02,Healthy,0
2026-05-22 01:00:00,CATTLE-001,7,38.657,76.763,24.47,65.294,5.774,25.488,24.572,83.842,717.207,2.645,0.038,Healthy,0
2026-05-22 02:00:00,CATTLE-001,7,38.709,75.846,24.074,73.497,5.978,26.504,25.223,84.832,706.337,2.873,0.05,Healthy,0
2026-05-22 03:00:00,CATTLE-001,7,38.814,76.044,25.648,78.94,5.813,25.018,25.071,78.165,746.892,3.681,0.032,Healthy,0
2026-05-22 04:00:00,CATTLE-001,7,38.721,73.872,24.037,74.606,5.973,27.308,27.036,83.969,803.951,3.545,0.027,Healthy,0
2026-05-22 05:00:00,CATTLE-001,7,38.78,73.232,24.338,80.921,5.996,28.058,26.164,77.863,778.131,4.096,0.051,Healthy,0
2026-05-22 06:00:00,CATTLE-001,7,38.915,71.801,22.977,85.166,6.143,27.602,27.049,77.234,771.963,4.074,0.057,Healthy,0
2026-05-22 07:00:00,CATTLE-001,7,38.907,70.332,20.867,82.281,6.364,28.232,29.186,75.018,648.595,4.283,0.017,Healthy,0
2026-05-22 08:00:00,CATTLE-001,7,38.893,72.574,21.371,93.404,6.251,29.273,29.298,72.768,714.16,3.451,0.031,Healthy,0
2026-05-22 09:00:00,CATTLE-001,7,38.782,68.303,23.512,86.709,6.482,29.734,30.583,73.46,687.449,5.097,0.045,Healthy,0
2026-05-22 10:00:00,CATTLE-001,7,38.927,70.179,21.19,95.016,6.447,29.247,29.482,71.449,771.721,3.808,0.016,Healthy,0
2026-05-22 11:00:00,CATTLE-001,7,38.963,68.967,22.418,90.906,6.263,28.525,31.501,65.158,544.439,4.436,0.036,Healthy,0
2026-05-22 12:00:00,CATTLE-001,7,38.952,67.15,23.234,90.252,6.506,28.152,31.152,72.252,661.759,4.366,0.016,Healthy,0
2026-05-22 13:00:00,CATTLE-001,7,38.941,70.721,21.457,93.985,6.595,29.649,31.454,64.617,601.166,3.197,0.033,Healthy,0
2026-05-22 14:00:00,CATTLE-001,7,38.825,68.79,23.061,96.662,6.445,29.239,31.619,69.124,594.987,3.525,0.04,Healthy,0
2026-05-22 15:00:00,CATTLE-001,7,38.835,71.136,23.158,99.781,6.142,29.58,32.625,66.913,523.871,4.237,0.056,Healthy,0
2026-05-22 16:00:00,CATTLE-001,7,38.821,64.523,23.702,87.901,6.536,28.659,28.938,76.349,488.147,3.256,0.064,Healthy,0
2026-05-22 17:00:00,CATTLE-001,7,38.661,70.048,21.073,87.033,5.962,26.791,28.992,75.613,523.028,2.78,0.02,Healthy,0
2026-05-22 18:00:00,CATTLE-001,7,38.823,77.317,24.396,81.282,5.954,27.103,27.836,78.021,595.069,2.504,0.017,Healthy,0
2026-05-22 19:00:00,CATTLE-001,7,38.839,71.207,23.548,72.708,5.67,27.741,27.309,80.381,404.356,2.625,0.027,Healthy,0
2026-05-22 20:00:00,CATTLE-001,7,38.75,71.456,23.843,78.898,5.77,24.338,26.868,86.594,601.352,2.263,0.017,Healthy,0
2026-05-22 21:00:00,CATTLE-001,7,38.707,76.128,26.392,80.994,5.535,26.444,25.28,88.221,535.691,2.756,0.041,Healthy,0
2026-05-22 22:00:00,CATTLE-001,7,38.584,72.487,28.456,71.096,5.439,26.731,25.274,86.838,593.501,2.162,0.048,Healthy,0
2026-05-22 23:00:00,CATTLE-001,7,38.641,72.13,24.078,71.196,6.015,26.377,25.649,87.14,669.678,3.554,0.037,Healthy,0
2026-05-23 00:00:00,CATTLE-001,8,38.8,76.024,24.259,79.594,5.699,24.583,23.045,83.92,539.861,3.379,0.016,Healthy,0
2026-05-23 01:00:00,CATTLE-001,8,38.778,73.875,24.535,78.076,5.544,24.22,24.275,85.876,671.378,2.294,0.049,Healthy,0
2026-05-23 02:00:00,CATTLE-001,8,38.703,72.86,25.12,75.57,5.594,25.637,26.482,83.542,707.242,2.668,0.003,Healthy,0
2026-05-23 03:00:00,CATTLE-001,8,38.782,70.043,23.22,77.758,5.48,26.42,25.241,83.377,748.592,3.62,0.014,Healthy,0
2026-05-23 04:00:00,CATTLE-001,8,38.665,70.887,23.179,72.859,5.931,27.042,27.508,82.751,740.774,4.373,0.044,Healthy,0
2026-05-23 05:00:00,CATTLE-001,8,38.927,72.727,25.411,89.4,6.207,26.461,25.634,79.555,699.421,3.897,0.011,Healthy,0
2026-05-23 06:00:00,CATTLE-001,8,38.808,75.201,23.509,83.585,5.975,28.171,27.976,76.297,678.529,4.328,0.028,Healthy,0
2026-05-23 07:00:00,CATTLE-001,8,38.889,67.346,22.544,87.971,6.055,27.926,27.968,75.889,789.342,4.494,0.0,Healthy,0
2026-05-23 08:00:00,CATTLE-001,8,38.868,73.091,24.592,86.162,6.245,29.051,31.923,73.191,825.56,4.297,0.065,Healthy,0
2026-05-23 09:00:00,CATTLE-001,8,38.937,68.285,21.986,94.982,6.246,27.464,30.629,78.214,720.368,4.976,0.02,Healthy,0
2026-05-23 10:00:00,CATTLE-001,8,38.906,67.404,23.481,96.757,6.503,29.046,30.603,73.642,740.903,4.824,0.018,Healthy,0
2026-05-23 11:00:00,CATTLE-001,8,38.772,67.991,21.836,92.377,6.408,28.777,31.55,67.812,679.617,3.546,0.039,Healthy,0
2026-05-23 12:00:00,CATTLE-001,8,38.877,68.49,22.249,88.636,6.265,28.034,31.129,69.342,737.301,4.209,0.043,Healthy,0
2026-05-23 13:00:00,CATTLE-001,8,38.93,65.021,22.335,92.238,6.437,27.094,30.877,69.808,660.986,3.861,0.048,Healthy,0
2026-05-23 14:00:00,CATTLE-001,8,39.029,65.872,21.865,91.79,6.199,29.379,30.347,72.077,590.478,4.261,0.043,Healthy,0
2026-05-23 15:00:00,CATTLE-001,8,38.865,67.562,23.95,80.089,6.337,28.693,30.922,73.053,647.33,2.922,0.016,Healthy,0
2026-05-23 16:00:00,CATTLE-001,8,38.779,72.285,22.865,83.297,6.401,27.559,29.249,74.046,603.383,2.725,0.045,Healthy,0
2026-05-23 17:00:00,CATTLE-001,8,38.868,70.388,25.933,92.616,5.946,28.208,28.375,75.451,590.787,2.887,0.018,Healthy,0
